"Region","Service","pubDate","TimeZone","TimeZoneOffset","PubDateConverted","StartTimeConverted","EndTimeConverted","IncidentMinutes","description"
"us-east-1","cloudsearch","Sat,  8 Jun 2013 01:03:00 PDT","PDT","-7","08/06/2013 09:03:00",,,,"We are investigating delayed configure API operations for domains in us-east-1 region."
"us-east-1","cloudsearch","Sat,  8 Jun 2013 02:09:00 PDT","PDT","-7","08/06/2013 10:09:00",,,,"We are working towards resolving delayed configure API operations for domains in us-east-1 region."
"us-east-1","cloudsearch","Sat,  8 Jun 2013 03:48:51 PDT","PDT","-7","08/06/2013 11:48:51",,,,"We are working through the list of search domains affected by the delayed configure API operations for domains in us-east-1 region."
"us-east-1","cloudsearch","Sat,  8 Jun 2013 04:46:24 PDT","PDT","-7","08/06/2013 12:46:24",,,,"We have resolved the issues of delayed configure API operations for domains in us-east-1 region. The service is operating normally."
"ap-northeast-1","ec2","Tue, 18 Jun 2013 07:26:41 PDT","PDT","-7","18/06/2013 15:26:41",,,,"We are investigating possible connectivity issues in the AP-NORTHEAST-1 Region. "
"ap-northeast-1","elb","Tue, 18 Jun 2013 07:32:23 PDT","PDT","-7","18/06/2013 15:32:23",,,,"We are investigating possible connectivity issues in the AP-NORTHEAST-1 Region."
"ap-northeast-1","elb","Tue, 18 Jun 2013 08:14:56 PDT","PDT","-7","18/06/2013 16:14:56","18/06/2013 14:30:00","18/06/2013 15:47:00","77","Between 6:30 AM and 7:47 AM PDT we experienced impaired Internet connectivity affecting the AP-NORTHEAST-1 Region. The issue has been resolved and connectivity is restored."
"ap-northeast-1","ec2","Tue, 18 Jun 2013 08:15:20 PDT","PDT","-7","18/06/2013 16:15:20","18/06/2013 14:30:00","18/06/2013 15:47:00","77","Between 6:30 AM and 7:47 AM PDT we experienced impaired Internet connectivity affecting the AP-NORTHEAST-1 Region. The issue has been resolved and connectivity is restored."
"ap-northeast-1","ec2","Wed, 19 Jun 2013 03:46:00 PDT","PDT","-7","19/06/2013 11:46:00",,,,"We are experiencing impaired Internet connectivity affecting the AP-NORTHEAST-1 Region. Recovery is underway. "
"ap-northeast-1","ec2","Wed, 19 Jun 2013 04:17:00 PDT","PDT","-7","19/06/2013 12:17:00","19/06/2013 11:02:00","19/06/2013 11:34:00","32","Between 3:02 AM and 3:34 AM PDT we experienced impaired Internet connectivity affecting the AP-NORTHEAST-1 Region. The issue has been resolved and connectivity is restored."
"us-west-1","cloudwatch","Wed, 19 Jun 2013 10:46:32 PDT","PDT","-7","19/06/2013 18:46:32","19/06/2013 16:50:00","19/06/2013 18:10:00","80","Between 08:50 AM PDT and 10:10 AM PDT, customers experienced elevated faults when calling CloudWatch APIs in the US-WEST-1 region. Some metrics were delayed and CloudWatch alarms on delayed metrics transitioned into INSUFFICIENT_DATA state. We have resolved the issue and the service is operating normally."
"us-west-2","cloudwatch","Sat, 22 Jun 2013 07:46:36 PDT","PDT","-7","22/06/2013 15:46:36",,,,"We are investigating increased faults and latencies for CloudWatch APIs and metrics in the US-WEST-2 region. CloudWatch alarms may transition into ""INSUFFICIENT DATA"" state if set on delayed metrics. "
"us-west-2","cloudwatch","Sat, 22 Jun 2013 07:56:21 PDT","PDT","-7","22/06/2013 15:56:21","22/06/2013 15:00:00","22/06/2013 15:36:00","36","Between 07:00 AM PDT and 07:36 AM PDT, customers experienced elevated faults when calling the GetMetricStatistics API in the US-WEST-2 region. Some metrics were delayed, and CloudWatch alarms on delayed metrics transitioned into INSUFFICIENT_DATA state. We have resolved the issue. Delayed metrics are in the process of backfilling in CloudWatch console graphs and for API retrieval. The service is operating normally. "
"eu-west-1","elasticbeanstalk","Tue, 25 Jun 2013 12:00:03 PDT","PDT","-7","25/06/2013 20:00:03",,,,"We are currently investigating an increase in launch failures for Tomcat 6 and 7 environments in the EU-WEST-1 Region."
"us-west-1","elasticbeanstalk","Tue, 25 Jun 2013 12:00:22 PDT","PDT","-7","25/06/2013 20:00:22",,,,"We are currently investigating an increase in launch failures for Tomcat 6 and 7 environments in the US-WEST-1 Region."
"ap-southeast-1","elasticbeanstalk","Tue, 25 Jun 2013 12:01:17 PDT","PDT","-7","25/06/2013 20:01:17",,,,"We are currently investigating an increase in launch failures for Tomcat 6 and 7 environments in the AP-SOUTHEAST-1 Region."
"ap-southeast-2","elasticbeanstalk","Tue, 25 Jun 2013 12:01:32 PDT","PDT","-7","25/06/2013 20:01:32",,,,"We are currently investigating an increase in launch failures for Tomcat 6 and 7 environments in the AP-SOUTHEAST-2 Region."
"ap-northeast-1","elasticbeanstalk","Tue, 25 Jun 2013 12:01:47 PDT","PDT","-7","25/06/2013 20:01:47",,,,"We are currently investigating an increase in launch failures for Tomcat 6 and 7 environments in the AP-NORTHEAST-1 Region."
"eu-west-1","elasticbeanstalk","Tue, 25 Jun 2013 13:00:14 PDT","PDT","-7","25/06/2013 21:00:14",,,,"New environment launches and scaling-up of existing Tomcat 6 and 7 environments are currently experiencing elevated failure rates. We have identified the issue and are working on a fix."
"us-west-1","elasticbeanstalk","Tue, 25 Jun 2013 13:00:22 PDT","PDT","-7","25/06/2013 21:00:22",,,,"New environment launches and scaling-up of existing Tomcat 6 and 7 environments are currently experiencing elevated failure rates. We have identified the issue and are working on a fix."
"ap-southeast-1","elasticbeanstalk","Tue, 25 Jun 2013 13:00:56 PDT","PDT","-7","25/06/2013 21:00:56",,,,"New environment launches and scaling-up of existing Tomcat 6 and 7 environments are currently experiencing elevated failure rates. We have identified the issue and are working on a fix."
"ap-southeast-2","elasticbeanstalk","Tue, 25 Jun 2013 13:01:02 PDT","PDT","-7","25/06/2013 21:01:02",,,,"New environment launches and scaling-up of existing Tomcat 6 and 7 environments are currently experiencing elevated failure rates. We have identified the issue and are working on a fix."
"ap-northeast-1","elasticbeanstalk","Tue, 25 Jun 2013 13:01:09 PDT","PDT","-7","25/06/2013 21:01:09",,,,"New environment launches and scaling-up of existing Tomcat 6 and 7 environments are currently experiencing elevated failure rates. We have identified the issue and are working on a fix."
"eu-west-1","elasticbeanstalk","Tue, 25 Jun 2013 13:40:35 PDT","PDT","-7","25/06/2013 21:40:35",,,,"New Tomcat 6 and 7 environment launches are now operating normally, we are continuing to work on a fix for scaling-up existing environments."
"us-west-1","elasticbeanstalk","Tue, 25 Jun 2013 13:40:37 PDT","PDT","-7","25/06/2013 21:40:37",,,,"New Tomcat 6 and 7 environment launches are now operating normally, we are continuing to work on a fix for scaling-up existing environments."
"sa-east-1","elasticbeanstalk","Tue, 25 Jun 2013 13:40:41 PDT","PDT","-7","25/06/2013 21:40:41",,,,"New Tomcat 6 and 7 environment launches are now operating normally, we are continuing to work on a fix for scaling-up existing environments."
"ap-southeast-1","elasticbeanstalk","Tue, 25 Jun 2013 13:40:43 PDT","PDT","-7","25/06/2013 21:40:43",,,,"New Tomcat 6 and 7 environment launches are now operating normally, we are continuing to work on a fix for scaling-up existing environments."
"ap-southeast-2","elasticbeanstalk","Tue, 25 Jun 2013 13:40:45 PDT","PDT","-7","25/06/2013 21:40:45",,,,"New Tomcat 6 and 7 environment launches are now operating normally, we are continuing to work on a fix for scaling-up existing environments."
"ap-northeast-1","elasticbeanstalk","Tue, 25 Jun 2013 13:40:48 PDT","PDT","-7","25/06/2013 21:40:48",,,,"New Tomcat 6 and 7 environment launches are now operating normally, we are continuing to work on a fix for scaling-up existing environments."
"us-east-1","elasticbeanstalk","Tue, 25 Jun 2013 14:43:53 PDT","PDT","-7","25/06/2013 22:43:53",,,,"We are continuing to work on a fix to address failures when scaling-up existing Tomcat 6 and 7 environments."
"eu-west-1","elasticbeanstalk","Tue, 25 Jun 2013 14:43:55 PDT","PDT","-7","25/06/2013 22:43:55",,,,"We are continuing to work on a fix to address failures when scaling-up existing Tomcat 6 and 7 environments."
"us-west-1","elasticbeanstalk","Tue, 25 Jun 2013 14:43:57 PDT","PDT","-7","25/06/2013 22:43:57",,,,"We are continuing to work on a fix to address failures when scaling-up existing Tomcat 6 and 7 environments."
"sa-east-1","elasticbeanstalk","Tue, 25 Jun 2013 14:44:01 PDT","PDT","-7","25/06/2013 22:44:01",,,,"We are continuing to work on a fix to address failures when scaling-up existing Tomcat 6 and 7 environments."
"ap-southeast-1","elasticbeanstalk","Tue, 25 Jun 2013 14:44:04 PDT","PDT","-7","25/06/2013 22:44:04",,,,"We are continuing to work on a fix to address failures when scaling-up existing Tomcat 6 and 7 environments."
"ap-southeast-2","elasticbeanstalk","Tue, 25 Jun 2013 14:44:08 PDT","PDT","-7","25/06/2013 22:44:08",,,,"We are continuing to work on a fix to address failures when scaling-up existing Tomcat 6 and 7 environments."
"ap-northeast-1","elasticbeanstalk","Tue, 25 Jun 2013 14:44:09 PDT","PDT","-7","25/06/2013 22:44:09",,,,"We are continuing to work on a fix to address failures when scaling-up existing Tomcat 6 and 7 environments."
"us-east-1","elasticbeanstalk","Tue, 25 Jun 2013 16:11:56 PDT","PDT","-7","26/06/2013 00:11:56",,,,"We have identified a fix for scaling-up existing environments and are continuing to work on restoring normal operations"
"eu-west-1","elasticbeanstalk","Tue, 25 Jun 2013 16:12:05 PDT","PDT","-7","26/06/2013 00:12:05",,,,"We have identified a fix for scaling-up existing environments and are continuing to work on restoring normal operations"
"us-west-1","elasticbeanstalk","Tue, 25 Jun 2013 16:12:39 PDT","PDT","-7","26/06/2013 00:12:39",,,,"We have identified a fix for scaling-up existing environments and are continuing to work on restoring normal operations"
"sa-east-1","elasticbeanstalk","Tue, 25 Jun 2013 16:12:57 PDT","PDT","-7","26/06/2013 00:12:57",,,,"We have identified a fix for scaling-up existing environments and are continuing to work on restoring normal operations"
"ap-southeast-1","elasticbeanstalk","Tue, 25 Jun 2013 16:13:02 PDT","PDT","-7","26/06/2013 00:13:02",,,,"We have identified a fix for scaling-up existing environments and are continuing to work on restoring normal operations"
"ap-southeast-2","elasticbeanstalk","Tue, 25 Jun 2013 16:13:08 PDT","PDT","-7","26/06/2013 00:13:08",,,,"We have identified a fix for scaling-up existing environments and are continuing to work on restoring normal operations"
"ap-northeast-1","elasticbeanstalk","Tue, 25 Jun 2013 16:13:14 PDT","PDT","-7","26/06/2013 00:13:14",,,,"We have identified a fix for scaling-up existing environments and are continuing to work on restoring normal operations"
"us-east-1","elasticbeanstalk","Tue, 25 Jun 2013 17:46:56 PDT","PDT","-7","26/06/2013 01:46:56",,,,"We have identified and are deploying a change that will enable existing Tomcat 6 and 7 environments to scale-up."
"eu-west-1","elasticbeanstalk","Tue, 25 Jun 2013 17:47:42 PDT","PDT","-7","26/06/2013 01:47:42",,,,"We have identified and are deploying a change that will enable existing Tomcat 6 and 7 environments to scale-up."
"us-west-1","elasticbeanstalk","Tue, 25 Jun 2013 17:47:47 PDT","PDT","-7","26/06/2013 01:47:47",,,,"We have identified and are deploying a change that will enable existing Tomcat 6 and 7 environments to scale-up."
"sa-east-1","elasticbeanstalk","Tue, 25 Jun 2013 17:48:11 PDT","PDT","-7","26/06/2013 01:48:11",,,,"We have identified and are deploying a change that will enable existing Tomcat 6 and 7 environments to scale-up."
"ap-southeast-1","elasticbeanstalk","Tue, 25 Jun 2013 17:48:18 PDT","PDT","-7","26/06/2013 01:48:18",,,,"We have identified and are deploying a change that will enable existing Tomcat 6 and 7 environments to scale-up."
"ap-southeast-2","elasticbeanstalk","Tue, 25 Jun 2013 17:48:25 PDT","PDT","-7","26/06/2013 01:48:25",,,,"We have identified and are deploying a change that will enable existing Tomcat 6 and 7 environments to scale-up."
"ap-northeast-1","elasticbeanstalk","Tue, 25 Jun 2013 17:48:33 PDT","PDT","-7","26/06/2013 01:48:33",,,,"We have identified and are deploying a change that will enable existing Tomcat 6 and 7 environments to scale-up."
"us-east-1","elasticbeanstalk","Tue, 25 Jun 2013 19:26:17 PDT","PDT","-7","26/06/2013 03:26:17",,,,"All existing Tomcat 6 and 7 environments are now able to scale-up. The service is operating normally."
"eu-west-1","elasticbeanstalk","Tue, 25 Jun 2013 19:26:21 PDT","PDT","-7","26/06/2013 03:26:21",,,,"All existing Tomcat 6 and 7 environments are now able to scale-up. The service is operating normally."
"us-west-1","elasticbeanstalk","Tue, 25 Jun 2013 19:26:24 PDT","PDT","-7","26/06/2013 03:26:24",,,,"All existing Tomcat 6 and 7 environments are now able to scale-up. The service is operating normally."
"sa-east-1","elasticbeanstalk","Tue, 25 Jun 2013 19:26:45 PDT","PDT","-7","26/06/2013 03:26:45",,,,"All existing Tomcat 6 and 7 environments are now able to scale-up. The service is operating normally."
"ap-southeast-1","elasticbeanstalk","Tue, 25 Jun 2013 19:26:56 PDT","PDT","-7","26/06/2013 03:26:56",,,,"All existing Tomcat 6 and 7 environments are now able to scale-up. The service is operating normally."
"ap-southeast-2","elasticbeanstalk","Tue, 25 Jun 2013 19:27:06 PDT","PDT","-7","26/06/2013 03:27:06",,,,"All existing Tomcat 6 and 7 environments are now able to scale-up. The service is operating normally."
"ap-northeast-1","elasticbeanstalk","Tue, 25 Jun 2013 19:27:16 PDT","PDT","-7","26/06/2013 03:27:16",,,,"All existing Tomcat 6 and 7 environments are now able to scale-up. The service is operating normally."
"eu-west-1","elb","Tue,  9 Jul 2013 09:50:10 PDT","PDT","-7","09/07/2013 17:50:10",,,,"We are investigating increased error rates and latencies for the ELB APIs in the EU-WEST-1 Region."
"eu-west-1","elb","Tue,  9 Jul 2013 10:17:53 PDT","PDT","-7","09/07/2013 18:17:53","09/07/2013 17:22:00","09/07/2013 18:02:00","40","Between 9:22 AM and 10:02 AM PDT we experienced increased error rates and latencies for the ELB APIs in the EU-WEST-1 Region. The issue has been resolved and the service is operating normally."
"us-east-1","opsworks","Fri, 12 Jul 2013 04:20:00 PDT","PDT","-7","12/07/2013 12:20:00",,,,"We are investigating increased errors for Rails application servers related to bundler and deployments."
"us-east-1","opsworks","Fri, 12 Jul 2013 04:55:00 PDT","PDT","-7","12/07/2013 12:55:00",,,,"We are continuing to investigate increased errors for Rails application servers related to bundler and deployments."
"us-east-1","opsworks","Fri, 12 Jul 2013 05:30:00 PDT","PDT","-7","12/07/2013 13:30:00",,,,"We can confirm that only Ubuntu 12.04 LTS instances running Rails are impacted. Instances running on Amazon Linux are not affected. We are working on a fix for Ubuntu 12.04 LTS instances."
"us-east-1","opsworks","Fri, 12 Jul 2013 06:16:38 PDT","PDT","-7","12/07/2013 14:16:38",,,,"We are continuing to work towards a resolution."
"us-east-1","opsworks","Fri, 12 Jul 2013 06:41:59 PDT","PDT","-7","12/07/2013 14:41:59",,,,"We are currently verifying a fix for Ubuntu 12.04 LTS issues related to bundler and deployments."
"us-east-1","opsworks","Fri, 12 Jul 2013 07:17:51 PDT","PDT","-7","12/07/2013 15:17:51",,,,"We are continuing to work on a fix for Ubuntu 12.04 LTS Rails deployments and bundler issues."
"us-east-1","opsworks","Fri, 12 Jul 2013 07:49:58 PDT","PDT","-7","12/07/2013 15:49:58",,,,"We have verified the fix for Ubuntu 12.04 LTS issues related to bundler and deployments and are in the process of preparing the rollout."
"us-east-1","opsworks","Fri, 12 Jul 2013 08:28:53 PDT","PDT","-7","12/07/2013 16:28:53","12/07/2013 12:10:00","12/07/2013 16:25:00","255","Between 4:10 AM and 8:25 AM PDT we experienced issues with bundler and Rails deployments on a small number of Ubuntu 12.04 LTS instances. The issue has been resolved and the service is operating normally.
"
"us-west-2","elasticbeanstalk","Wed, 17 Jul 2013 01:21:00 PDT","PDT","-7","17/07/2013 09:21:00",,,,"We are investigating a configuration update API issue affecting a small number of AWS Elastic Beanstalk environments in the US-WEST-2 Region. Environments are running normally, but configuration changes are taking longer than normal."
"us-west-2","elasticbeanstalk","Wed, 17 Jul 2013 02:11:00 PDT","PDT","-7","17/07/2013 10:11:00",,,,"We can confirm that configuration update API calls for a small number of Elastic Beanstalk environments are failing. We are working through these environments to resolve the issue. Environments continue to serve traffic normally."
"us-west-2","elasticbeanstalk","Wed, 17 Jul 2013 02:55:00 PDT","PDT","-7","17/07/2013 10:55:00",,,,"We continue to address the environment update problem that affects a small number of Elastic Beanstalk environments. Environments continue to serve traffic and scale normally."
"us-west-2","elasticbeanstalk","Wed, 17 Jul 2013 04:05:00 PDT","PDT","-7","17/07/2013 12:05:00",,,,"We are making progress re-enabling configuration updates for the small number of Elastic Beanstalk environments affected. Environments continue to serve traffic and scale normally."
"us-west-2","elasticbeanstalk","Wed, 17 Jul 2013 05:04:42 PDT","PDT","-7","17/07/2013 13:04:42",,,,"We have addressed the configuration update issue for a third of the small number of Elastic Beanstalk environments affected and continue to make steady progress. Environments continue to serve traffic and scale normally."
"us-west-2","elasticbeanstalk","Wed, 17 Jul 2013 05:49:29 PDT","PDT","-7","17/07/2013 13:49:29",,,,"We continue to make steady progress addressing the configuration update issue. At this point we have addressed half of the small number of Elastic Beanstalk environments."
"us-west-2","elasticbeanstalk","Wed, 17 Jul 2013 06:57:19 PDT","PDT","-7","17/07/2013 14:57:19","17/07/2013 09:05:00","17/07/2013 14:35:00","330","Between 1:05 AM and 6:35 AM PDT a small number of customers experienced errors in environment configuration update API calls in the US-WEST-2 Region. Environments continued to serve traffic and scale successfully. The issue has been resolved and the service is operating normally."
"ap-northeast-1","rds","Mon, 22 Jul 2013 20:34:00 PDT","PDT","-7","23/07/2013 04:34:00","22/07/2013 21:00:00","22/07/2013 22:14:00","74","Between 1:00 PM to 1:09 PM PDT, and between 1:51 PM and 2:14 PM PDT, a small number of Amazon RDS Multi-AZ  and Single-AZ database instances experienced connectivity issues in the AP-NORTHEAST-1 region due to degraded storage performance. Some database instances also experienced elevated latencies while performance to the affected storage volumes was restored. This issue has been resolved and the service is now operating normally."
"ap-northeast-1","ec2","Mon, 22 Jul 2013 20:40:00 PDT","PDT","-7","23/07/2013 04:40:00","22/07/2013 21:00:00","22/07/2013 22:14:00","74","Between 1:00 PM and 1:09 PM PDT and between 1:51 PM and 2:14 PM PDT, a small number of EBS volumes in the AP-NORTHEAST-1 region experienced degraded performance.  The issue has been resolved and the service has been operating normally since 2:14 PM PDT."
"ap-southeast-1","ec2","Wed, 24 Jul 2013 00:43:24 PDT","PDT","-7","24/07/2013 08:43:24",,,,"We are investigating Internet provider connectivity issues to the AP-SOUTHEAST-1 region."
"ap-southeast-1","ec2","Wed, 24 Jul 2013 01:21:05 PDT","PDT","-7","24/07/2013 09:21:05",,,,"We have identified an issue with a local Internet provider in the AP-SOUTHEAST-1 region. We have taken steps to minimise the impact to our customers. Customers who are still experiencing an issue should contact their Internet service provider."
"us-west-2","elb","Wed, 24 Jul 2013 22:09:02 PDT","PDT","-7","25/07/2013 06:09:02",,,,"We are investigating increased provisioning times for load balancers in the US-WEST-2 Region."
"us-west-2","elb","Wed, 24 Jul 2013 22:35:45 PDT","PDT","-7","25/07/2013 06:35:45","25/07/2013 05:28:00","25/07/2013 06:18:00","50","Between 9:28 PM and 10:18 PM PDT we experienced increased provisioning times for load balancers in the US-WEST-2 Region. Existing load balancers were not impacted by this event. The issue has been resolved and the service is operating normally."
"ap-southeast-1","ec2","Thu, 25 Jul 2013 11:15:44 PDT","PDT","-7","25/07/2013 19:15:44",,,,"We are investigating increased error rates for the EC2 APIs in the AP-SOUTHEAST-1 Region."
"ap-southeast-1","ec2","Thu, 25 Jul 2013 11:45:20 PDT","PDT","-7","25/07/2013 19:45:20",,,,"We are still investigating increased error rates for the EC2 APIs in the AP-SOUTHEAST-1 Region."
"ap-southeast-1","ec2","Thu, 25 Jul 2013 12:36:33 PDT","PDT","-7","25/07/2013 20:36:33","25/07/2013 18:40:00","25/07/2013 20:25:00","105","Between 10:40 AM and 12:25 PM PDT we experienced increased error rates for the EC2 APIs in the AP-SOUTHEAST-1 Region. The issue has been resolved and the service is operating normally."
"us-west-2","rds","Thu, 25 Jul 2013 17:16:03 PDT","PDT","-7","26/07/2013 01:16:03",,,,"We are investigating connectivity issues to a small number of Amazon RDS Single-AZ database instances in the US-WEST-2 region."
"us-west-2","rds","Thu, 25 Jul 2013 18:02:14 PDT","PDT","-7","26/07/2013 02:02:14","25/07/2013 23:25:00","26/07/2013 01:29:00","124","Between 3:25 PM and 5:29 PM PDT, a small number of Amazon RDS Single-AZ instances experienced connectivity issues due to a DNS resolution issue in a single Availability Zone in the US-WEST-2 region. Amazon RDS Multi-AZ instances performed as designed. The issue has been resolved and the service is operating normally."
"us-west-1","elb","Wed, 31 Jul 2013 02:36:11 PDT","PDT","-7","31/07/2013 10:36:11",,,,"We are investigating increased provisioning times for load balancers in the US-WEST-1 Region.  A small number of load balancers are experiencing connectivity issues in a single Availability Zone."
"us-west-1","elb","Wed, 31 Jul 2013 03:42:15 PDT","PDT","-7","31/07/2013 11:42:15","31/07/2013 09:16:00","31/07/2013 11:35:00","139","Between 1:16 AM and 3:35 AM PDT we experienced increased provisioning times for load balancers in the US-WEST-1 Region and connectivity issues for a small number of load balancers in a single Availability Zone. The issue has been resolved and the service is operating normally."
"ap-southeast-2","ec2","Wed, 31 Jul 2013 19:38:50 PDT","PDT","-7","01/08/2013 03:38:50",,,,"We are investigating degraded performance for some volumes in a single AZ in the ap-southeast-2 region"
"ap-southeast-2","rds","Wed, 31 Jul 2013 20:03:44 PDT","PDT","-7","01/08/2013 04:03:44",,,,"We are investigating connectivity issues to some RDS instances in a single availability zone in the ap-southeast-2 region"
"ap-southeast-2","ec2","Wed, 31 Jul 2013 20:24:01 PDT","PDT","-7","01/08/2013 04:24:01",,,,"We continue to investigate degraded performance for a small number of EBS volumes in a single AZ and elevated EBS API error rates in the AP-SOUTHEAST-2 region"
"ap-southeast-2","ec2","Wed, 31 Jul 2013 20:35:45 PDT","PDT","-7","01/08/2013 04:35:45",,,,"Most EBS volumes are now performing normally and EBS API error rates in the AP-SOUTHEAST-2 region are normal. We are continuing to investigate a small remaining number of EBS volumes experiencing degraded performance in a single availability zone."
"ap-southeast-2","ec2","Wed, 31 Jul 2013 21:07:39 PDT","PDT","-7","01/08/2013 05:07:39","01/08/2013 03:16:00","01/08/2013 04:17:00","61","Between 7:16 PM and 8:50 PM PDT, a small number of EBS volumes in a single availability zone in the AP-SOUTHEAST-2 region experienced degraded performance, and between 7:16 PM and 8:17 PM PDT the AP-SOUTHEAST-2 region experienced elevated EBS API error rates. The issues have been resolved and the service is now operating normally."
"ap-southeast-2","rds","Wed, 31 Jul 2013 21:09:21 PDT","PDT","-7","01/08/2013 05:09:21","01/08/2013 03:16:00","01/08/2013 04:50:00","94","Between 7:16 PM and 8:50 PM PDT, we experienced connectivity issues to some RDS instances in a single availability zone in the AP-SOUTHEAST-2 region. The issue has been resolved and service is operating normally."
"us-east-1","cloudhsm","Sun,  4 Aug 2013 11:57:03 PDT","PDT","-7","04/08/2013 19:57:03",,,,"We are currently investigating network connectivity issues affecting a small number of CloudHSM instances in a single availability-zone (AZ) in the US-EAST-1 Region. Customers using two or more HSMs in a multi-AZ high-availability (HA) configuration should be unaffected."
"us-east-1","cloudhsm","Sun,  4 Aug 2013 11:59:19 PDT","PDT","-7","04/08/2013 19:59:19",,,,"Between 10:28a PDT and 11:36a PDT, a small number of CloudHSM instances in a single availability zone were unreachable. Key durability was not affected. The service is now operating normally."
"us-west-1","elb","Tue,  6 Aug 2013 16:43:31 PDT","PDT","-7","07/08/2013 00:43:31",,,,"We are investigating increased error rates for the ELB APIs in the US-WEST-1 Region. "
"us-west-1","ec2","Tue,  6 Aug 2013 17:09:11 PDT","PDT","-7","07/08/2013 01:09:11","07/08/2013 00:22:00","07/08/2013 00:55:00","33","Between 4:22 PM and 4:55 PM PDT we experienced increased error rates and latencies for the EC2 APIs in the US-WEST-1 Region. The issue has been resolved and the service is operating normally."
"us-west-1","elb","Tue,  6 Aug 2013 17:11:13 PDT","PDT","-7","07/08/2013 01:11:13","07/08/2013 00:22:00","07/08/2013 00:55:00","33","Between 4:22 PM and 4:55 PM PDT we experienced increased error rates and latencies for the ELB APIs in the US-WEST-1 Region. The issue has been resolved and the service is operating normally."
"us-west-2","cloudwatch","Thu,  8 Aug 2013 19:04:32 PDT","PDT","-7","09/08/2013 03:04:32",,,,"We are investigating increased faults and latencies for CloudWatch APIs and metrics in the US-WEST-2 region. CloudWatch alarms may transition into ""INSUFFICIENT DATA"" state if set on delayed metrics."
"us-west-2","cloudwatch","Thu,  8 Aug 2013 19:24:29 PDT","PDT","-7","09/08/2013 03:24:29","09/08/2013 02:24:00","09/08/2013 03:10:00","46","Between 6:24 PM PDT and 7:10 PM PDT, customers experienced an elevated fault rate when calling the GetMetricStatistics API in the US-WEST-2 region. Some metrics were delayed, and CloudWatch alarms on delayed metrics transitioned into INSUFFICIENT_DATA state. We have resolved the issue. Delayed metrics are in the process of backfilling in CloudWatch console graphs and for API retrieval. The service is operating normally. "
"us-west-1","ec2","Fri,  9 Aug 2013 05:07:00 PDT","PDT","-7","09/08/2013 13:07:00","09/08/2013 12:28:00","09/08/2013 12:42:00","14","Between 4:28 AM and 4:42 AM PDT we experienced connectivity issues between Availability Zones in the US-WEST-1 region. This issue has been resolved and the service is operating normally."
"us-east-1","sqs","Wed, 14 Aug 2013 21:00:00 PDT","PDT","-7","15/08/2013 05:00:00",,,,"We are investigating elevated error rates for API calls in the US-EAST-1 region."
"us-east-1","sqs","Wed, 14 Aug 2013 21:47:00 PDT","PDT","-7","15/08/2013 05:47:00",,,,"We can confirm that requests made to SQS in the US-EAST-1 region are experiencing elevated error rates and we are actively working on addressing the issue."
"us-east-1","sqs","Wed, 14 Aug 2013 22:01:39 PDT","PDT","-7","15/08/2013 06:01:39",,,,"Between 8:40PM and 9:40PM PDT, we experienced elevated error rates to SQS in the US-EAST-1 region. We have addressed the issue. The service is operating normally."
,"management-console","Mon, 19 Aug 2013 12:33:00 PDT","PDT","-7","19/08/2013 20:33:00",,,,"We are currently experiencing elevated error rates affecting customers logging into the Console. Customers who have already logged into the Console are not affected. "
,"management-console","Mon, 19 Aug 2013 12:37:00 PDT","PDT","-7","19/08/2013 20:37:00","19/08/2013 19:45:00","19/08/2013 20:32:00","47","Log-in functionality for the AWS Management Console was impaired between 11:45 AM and 12:32 PM PDT today.  As a result, customers trying to log in to the AWS Management Console during that time experienced errors.  AWS customers who were already logged in to the Console were able to use the Console normally, and AWS's core services (e.g. Amazon EC2, Amazon S3, Amazon RDS, etc.) largely continued to operate normally."
"us-east-1","elasticbeanstalk","Mon, 19 Aug 2013 12:48:00 PDT","PDT","-7","19/08/2013 20:48:00",,,,"Between 11:45am and 12:32pm PDT we experienced increased latency creating, deleting and updating Elastic Beanstalk environments in the US-EAST-1 region. Existing Elastic Beanstalk environments were unaffected."
"us-east-1","cloudformation","Mon, 19 Aug 2013 12:50:00 PDT","PDT","-7","19/08/2013 20:50:00",,,,"Between 11:45am and 12:32pm PDT we experienced increased API error rates and latencies for AWS CloudFormation API calls in the US-EAST-1 region."
,"management-console","Tue, 20 Aug 2013 12:04:00 PDT","PDT","-7","20/08/2013 20:04:00",,,,"We are currently investigating elevated error rates for the AWS Management Console."
,"management-console","Tue, 20 Aug 2013 12:31:00 PDT","PDT","-7","20/08/2013 20:31:00",,,,"We are currently experiencing elevated error rates for customers who logged in after 11:22 AM PDT to the Console or switched services during their session. We have identified the root cause and are deploying a fix."
,"management-console","Tue, 20 Aug 2013 12:51:00 PDT","PDT","-7","20/08/2013 20:51:00",,,,"We have completed the deployment and login errors are recovering. Customers impacted during this timeframe can resolve any remaining issues by deleting the ""aws-userInfo"" cookie under the  "".aws.amazon.com"" domain before logging in again."
,"management-console","Tue, 20 Aug 2013 14:16:22 PDT","PDT","-7","20/08/2013 22:16:22",,,,"Error rates continue to recover. Customers still experiencing an error logging in or switching between services can resolve this issue by deleting the ""aws-userInfo"" cookie under the "".aws.amazon.com"" domain. The Console is otherwise operating normally."
